CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090 Laptop GPU

variations = 3
instructions = 32
registers = 30
opcodes = 3

targetMin = 0.000000f
targetMax = 6.283185f
target = 0.000001f

mode = FIRESTARTER_EVOLVE_SELECT
evolveSeed = 0
optimizeSeed = 0
tests = 16
streams = 1
units = 8
states = 16
population = 32768
generations = 0
passes = 512
samples = 15
iterations = 64
candidates = 0
attempts = 0
optimize = 1

scale = 0.300000f
startScale = 2.500000f
startResult = 10.000000f

FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00018734 *New Result=0.00018048  MinIndex=19993  Best=0.00018048   BestAge=0  Time=5.212  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00026431  Bad Result=10.00000000  MinIndex=28194  Best=0.00018048   BestAge=0  Time=5.217  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00134521  Bad Result=10.00000000  MinIndex=7127  Best=0.00018048   BestAge=0  Time=5.217  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00039709  Bad Result=10.00000000  MinIndex=10519  Best=0.00018048   BestAge=0  Time=5.217  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00018734  Bad Result=10.00000000  MinIndex=19993  Best=0.00018048   BestAge=0  Time=5.217  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.91460997 >New Result=0.00727439  MinIndex=32190  Best=0.00018048   BestAge=2  Time=5.197  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00200605 *New Result=0.00006670  MinIndex=7863  Best=0.00006670   BestAge=0  Time=5.198  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00284950  Bad Result=10.00000000  MinIndex=7111  Best=0.00006670   BestAge=0  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00040779  Bad Result=10.00000000  MinIndex=7863  Best=0.00006670   BestAge=0  Time=5.204  Run Time=81.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  4  Old Result=0.00026431  Bad Result=10.00000000  MinIndex=28194  Best=0.00006670   BestAge=0  Time=5.204  Run Time=81.8
